blender_r,0.0204
bwaves_r,0.0003
deepsjeng_r,0.0559
exchange2_r,0.0177
gcc_r,0.7805
leela_r,0.0672
mcf_r,0.0062
omnetpp_r,0.0298
perlbench_r,0.1795
x264_r,0.0676
xalancbmk_r,0.0241
xz_r,0.0168
lbm_r,0.0003
namd_r,0.0026
cam4_r,0.2186
