blender_r   ,-0.0112 ,0.2480
bwaves_r    ,0.0000  ,0.8589
deepsjeng_r ,-0.1787 ,0.1526
exchange2_r ,-0.2332 ,0.3688
gcc_r       ,-0.0599 ,0.2496
leela_r     ,-0.0441 ,0.2382
mcf_r       ,-0.0475 ,0.5704
omnetpp_r   ,-0.0119 ,0.2052
perlbench_r ,-0.1074 ,0.1870
x264_r      ,-0.0115 ,0.2422
xz_r        ,-0.0263 ,0.4396
namd_r      ,-0.0039 ,0.0976
