blender_r,0.00003,0.00180,-0.0112
bwaves_r,0.00000,0.00000,0.0000 
deepsjeng_r,-0.00143,0.00020,-0.1787
exchange2_r,-0.00055,-0.00100,-0.2332
gcc_r,0.00080,0.00105,-0.0599
leela_r,-0.00059,-0.00046,-0.0441
mcf_r,-0.00024,0.00045,-0.0475
omnetpp_r,-0.00003,-0.00052,-0.0119
perlbench_r,0.00602,0.00290,-0.1074
x264_r,-0.00138,-0.00090,-0.0115
xz_r,-0.00282,-0.00185,-0.0263
namd_r,0.00000,0.00000,-0.0039
