blender_r,-0.0001,0.2397,0.8419
bwaves_r,0.0000,0.9743,0.5641
deepsjeng_r,0.0002,0.3932,0.6295
exchange2_r,0.0004,0.2986,0.7266
gcc_r,-0.0002,0.4583,0.5859
leela_r,-0.0000,0.4314,0.6357
mcf_r,0.0000,0.3208,0.6018
omnetpp_r,-0.0003,0.5037,0.6395
perlbench_r,0.0007,0.4225,0.6084
x264_r,0.0001,0.4435,0.6245
xalancbmk_r,-0.0002,0.3510,0.8042
xz_r,0.0008,0.3638,0.8312
namd_r,0.0000,0.6315,0.7236
